B,rollout,train_group,chunk_id,total_tokens,num_microbatches,fwd_bwd_s,chunk_total_s,end_ts
64,14,1,15,212580,16,17.1350,21.2210,1789848847.8027
64,14,1,16,193340,16,16.0780,19.6950,1789848868.7644
64,14,1,17,468620,32,37.8760,47.3300,1789848917.4504
64,14,1,18,256104,16,22.1240,27.1530,1789848945.8658
64,15,1,1,330400,32,27.7450,34.1140,1789849406.1401
64,15,1,2,373568,32,30.7690,37.9240,1789849446.0988
64,16,1,1,99087,15,8.1360,10.0990,1789849877.0904
64,16,1,2,131011,16,10.4820,12.9500,1789849891.2092
64,16,1,3,117642,16,9.8290,12.1590,1789849904.4460
64,16,1,4,129769,16,9.8520,12.2530,1789849917.8133
64,16,1,5,170574,16,13.3570,16.6630,1789849936.2959
64,16,1,6,171508,16,13.2870,16.4550,1789849953.8909
64,16,1,7,372559,32,29.0580,36.1070,1789849991.2322
64,16,1,8,197724,16,17.2180,21.0480,1789850013.5721
64,16,1,9,111464,8,10.1600,12.3600,1789850027.1282
64,17,1,1,46703,15,5.2160,6.6010,1789850415.7617
64,17,1,2,48797,15,4.9340,6.4460,1789850423.5461
